Player,Mat,Inns,Runs,HS,Ave,BF,SR,100,50,0,4s,6s
J Singh,5,2,19,11,9.5,23,82.6,0,0,0,1,0
J Sheikh,5,3,19,9,6.33,20,95,0,0,0,1,1
M Ahsan,6,3,19,8,6.33,20,95,0,0,0,0,1
S Netravalkar,8,2,19,12,19,15,126.66,0,0,0,1,1
H Nicholls,5,4,19,7,4.75,28,67.85,0,0,0,2,0
A Paraam,3,2,19,10,19,10,190,0,0,0,2,1
A Phangiso,16,3,19,13,6.33,29,65.51,0,0,0,1,0
S Mehmood,3,2,19,13,19,41,46.34,0,0,0,2,0
K Williams,24,7,19,13,6.33,17,111.76,0,0,1,1,1
N Yordanov,2,2,19,19,19,11,172.72,0,0,1,0,2
V Baskaran,12,5,18,14,9,23,78.26,0,0,1,0,0
B Khan,32,10,18,6,6,28,64.28,0,0,2,1,0
L Collado,4,3,18,8,18,34,52.94,0,0,0,0,0
B Hendricks,11,3,18,12,9,21,85.71,0,0,0,0,1
J Little,11,6,18,7,4.5,16,112.5,0,0,2,3,0
A Markram,2,2,18,15,9,17,105.88,0,0,0,1,1
N Islam,13,4,18,7,18,17,105.88,0,0,0,2,0
D Nikolov,3,2,18,13,9,33,54.54,0,0,0,2,0
P Sandakan,14,4,18,10,9,24,75,0,0,0,2,0
S Snater,13,6,18,10,3.6,16,112.5,0,0,2,0,1
H France,6,3,18,13,6,20,90,0,0,1,1,1
D Bishoo,7,4,17,8,8.5,29,58.62,0,0,1,2,0
T Blundell,3,2,17,14,17,21,80.95,0,0,0,0,0
L Dawson,6,2,17,10,17,8,212.5,0,0,0,2,1
R Emrit,4,3,17,11,5.66,27,62.96,0,0,0,0,1
D Gim,6,4,17,9,8.5,32,53.12,0,0,1,0,0
S Kizilkaya,4,4,17,8,4.25,28,60.71,0,0,1,3,0
J Mensah,2,2,17,16,8.5,10,170,0,0,0,1,1
K Pierre,8,4,17,9,8.5,23,73.91,0,0,0,2,0
R Hossain,27,14,17,8,3.4,30,56.66,0,0,4,1,0
G Russ,3,2,17,10,17,29,58.62,0,0,0,0,0
S Rutherford,3,3,17,9,5.66,23,73.91,0,0,0,1,0
S Jaleel,4,3,17,17,5.66,14,121.42,0,0,2,1,1
J Singleton,3,3,17,7,5.66,26,65.38,0,0,0,3,0
T Singye,2,2,17,11,8.5,25,68,0,0,0,2,0
O Willis,3,3,17,15,5.66,32,53.12,0,0,0,0,1
Z Tashnam,3,2,17,11,17,26,65.38,0,0,0,1,0
I Aboagye,4,4,16,7,4,37,43.24,0,0,1,0,0
A Ahmadhel,3,2,16,15,8,16,100,0,0,0,2,0
P Arrighi,5,4,16,11,4,46,34.78,0,0,1,0,0
J Barker,4,2,16,16,8,16,100,0,0,1,3,0
K Bishnoi,3,2,16,14,16,18,88.88,0,0,0,1,0
M Chauhan,2,2,16,15,8,8,200,0,0,0,0,2
U Dorji,2,2,16,8,8,17,94.11,0,0,0,2,0
L Goncalves,3,2,16,13,8,21,76.19,0,0,0,1,0
E Hutchinson,2,1,16,16,16,8,200,0,0,0,3,0
L Livingstone,2,2,16,16,8,19,84.21,0,0,1,1,0
K Modise,3,3,16,10,5.33,16,100,0,0,1,2,1
N Shanto,2,2,16,11,8,17,94.11,0,0,0,1,0
F Nsubuga,3,3,16,9,8,15,106.66,0,0,0,0,2
J Reva,9,4,16,7,4,22,72.72,0,0,0,1,1
D Steyn,44,10,16,5,3.2,23,69.56,0,0,1,1,0
A Islam,4,4,15,9,3.75,20,75,0,0,1,1,1
T Chatara,21,3,15,8,5,18,83.33,0,0,1,1,0
K Christie,11,4,15,11,7.5,20,75,0,0,0,0,0
G Cloete,2,2,15,13,7.5,15,100,0,0,0,2,0
S Cottrell,22,7,15,4,5,22,68.18,0,0,1,2,0
N Dutta,11,3,15,12,15,13,115.38,0,0,0,1,0
K Ebanks,5,4,15,8,3.75,27,55.55,0,0,1,1,0
J Hill,4,3,15,6,5,20,75,0,0,0,3,0
A Kose,4,4,15,15,3.75,33,45.45,0,0,3,3,0
N Rana,8,4,15,7,7.5,24,62.5,0,0,1,0,0
R Patel,2,2,15,15,15,25,60,0,0,1,1,0
U Master,6,2,15,15,7.5,13,115.38,0,0,1,1,0
J Vandersay,10,7,15,8,15,17,88.23,0,0,0,2,0
V Singh,1,1,15,15,15,13,115.38,0,0,0,1,0
A Hasan,5,2,14,9,7,11,127.27,0,0,0,2,0
C Akachukwu,8,5,14,8,7,15,93.33,0,0,0,0,1
A Islam,4,3,14,9,14,14,100,0,0,0,2,0
A Iqbal,5,1,14,14,14,6,233.33,0,0,0,0,1
G Dutta,7,6,14,8,2.33,28,50,0,0,3,1,0
I Zadran,3,3,14,11,4.66,26,53.84,0,0,0,0,1
P Patel,2,2,14,8,14,11,127.27,0,0,0,0,0
T Langa,1,1,14,14,14,9,155.55,0,0,0,2,0
J Moses,3,3,14,9,4.66,20,70,0,0,0,0,1
N Nankov,3,2,14,14,14,20,70,0,0,0,1,0
S Pillai,3,3,14,6,4.66,27,51.85,0,0,0,1,0
C Prasad,3,3,14,11,7,29,48.27,0,0,1,1,0
R Hasan,8,4,14,5,4.66,17,82.35,0,0,1,1,0
R Singh,2,2,14,8,7,13,107.69,0,0,0,0,1
S Muhammad,2,1,14,14,14,7,200,0,0,0,1,1
S Varathappan,3,3,14,9,4.66,14,100,0,0,1,3,0
T Whiteman,4,2,14,14,14,10,140,0,0,1,0,1
A Sheikh,2,2,13,11,6.5,18,72.22,0,0,0,1,0
M Cope,2,2,13,13,13,15,86.66,0,0,0,2,0
L Ali,2,2,13,7,6.5,18,72.22,0,0,0,1,0
J Mees,3,3,13,7,13,20,65,0,0,0,1,0
M (3),16,2,13,7,6.5,20,65,0,0,0,1,0
M Hamayun,4,2,13,8,6.5,10,130,0,0,0,1,1
H Overdijk,4,1,13,13,13,7,185.71,0,0,0,2,0
J Richardson,9,3,13,7,13,6,216.66,0,0,1,2,0
O Tonuu,4,3,13,6,6.5,18,72.22,0,0,0,0,0
W Abbas,2,2,13,9,13,7,185.71,0,0,0,0,1
A Ahmed,3,3,12,11,4,32,37.5,0,0,1,1,0
A Mohammad,9,4,12,5,4,12,100,0,0,0,2,0
F Niazai,1,1,12,12,12,15,80,0,0,0,1,0
C Gannon,4,3,12,7,12,9,133.33,0,0,0,0,1
R Gaznavi,2,2,12,8,6,12,100,0,0,0,2,0
H Helva,4,4,12,7,3,25,48,0,0,2,2,0
D Mejia,3,1,12,12,12,10,120,0,0,0,2,0
A Patel,2,2,12,6,12,23,52.17,0,0,0,2,0
M Patel,3,3,12,8,4,15,80,0,0,1,1,1
R Kapur,4,3,12,6,6,16,75,0,0,0,1,0
M Starc,28,6,12,4,3,18,66.66,0,0,0,0,0
A Ivan,1,1,11,11,11,39,28.2,0,0,0,0,0
A Mustafizur,2,2,11,11,5.5,28,39.28,0,0,1,2,0
A Kamal,4,3,11,11,3.66,18,61.11,0,0,2,1,0
A Bulow,2,1,11,11,11,13,84.61,0,0,0,0,1
J Campbell,2,2,11,11,5.5,16,68.75,0,0,1,2,0
A Djorovic,2,2,11,9,5.5,26,42.3,0,0,0,1,0
S Goustis,3,1,11,11,11,19,57.89,0,0,0,0,0
O McCoy,2,2,11,10,11,10,110,0,0,0,1,1
M Hasan,1,1,11,11,11,11,100,0,0,0,1,0
W Malinda,3,2,11,10,11,9,122.22,0,0,0,0,1
B McCarthy,6,3,11,11,5.5,7,157.14,0,0,2,0,1
J Reb,2,2,11,9,5.5,14,78.57,0,0,0,1,0
S Arshad,2,1,11,11,11,10,110,0,0,0,0,1
S Kumar,2,2,11,10,11,15,73.33,0,0,0,0,0
P Taylor,7,2,11,7,11,9,122.22,0,0,0,1,0
H Thaker,1,1,11,11,11,9,122.22,0,0,0,0,1
T Veillard,4,2,11,8,11,17,64.7,0,0,0,0,0
A (2),1,1,10,10,10,13,76.92,0,0,0,1,0
R Avery,4,3,10,9,3.33,24,41.66,0,0,1,0,0
N Pradeep,14,6,10,8,10,15,66.66,0,0,1,1,0
S Hallett,4,4,10,5,2.5,16,62.5,0,0,1,1,0
M Henry,6,2,10,10,10,5,200,0,0,0,2,0
G Kaltongga,3,2,10,10,5,12,83.33,0,0,1,1,0
Z Matsinhe,7,4,10,6,3.33,17,58.82,0,0,1,0,1
M Ghazanfar,5,2,10,6,10,10,100,0,0,0,1,0
S Nerandzic,2,2,10,5,5,33,30.3,0,0,0,1,0
S Perera,2,2,10,7,5,23,43.47,0,0,0,0,0
S Rance,8,3,10,8,3.33,21,47.61,0,0,0,0,0
A Rangaswamy,4,3,10,7,3.33,13,76.92,0,0,1,0,1
D Ravu,17,4,10,6,3.33,9,111.11,0,0,1,1,0
G Reynold,3,2,10,6,10,10,100,0,0,0,0,1
Z Khan,18,5,10,6,3.33,19,52.63,0,0,0,1,0
Z Hasan,1,1,10,10,10,9,111.11,0,0,0,1,0
A Rashid,1,1,9,9,9,24,37.5,0,0,0,0,0
A Mollik,2,1,9,9,9,10,90,0,0,0,1,0
P Arora,2,2,9,6,9,4,225,0,0,0,0,1
H Banner,3,2,9,6,9,10,90,0,0,0,0,1
B Duckett,1,1,9,9,9,7,128.57,0,0,0,1,0
H Hiri,5,4,9,4,2.25,15,60,0,0,0,0,0
I Hussain,15,5,9,4,4.5,10,90,0,0,1,1,0
N Janes,2,2,9,9,4.5,11,81.81,0,0,1,1,0
K Kaleemullah,6,2,9,9,4.5,7,128.57,0,0,1,0,1
J Kundi,6,4,9,6,2.25,22,40.9,0,0,1,1,0
M Asjed,2,1,9,9,9,9,100,0,0,0,1,0
M Wafiq,4,3,9,6,4.5,12,75,0,0,1,1,0
V Poubel,3,3,9,5,9,15,60,0,0,0,0,0
A Poulose,3,3,9,9,3,14,64.28,0,0,2,2,0
K Richardson,15,2,9,9,4.5,8,112.5,0,0,1,0,0
S Hasan,2,2,9,8,4.5,7,128.57,0,0,0,1,0
M Sarwar,5,3,9,8,4.5,9,100,0,0,1,0,1
B Stanlake,19,2,9,7,9,12,75,0,0,0,0,1
U Ali,5,2,9,7,9,14,64.28,0,0,0,1,0
T jnr,2,2,9,9,4.5,17,52.94,0,0,1,2,0
S Ahmed,5,3,9,8,4.5,20,45,0,0,1,0,0
A Saad,2,2,8,8,4,8,100,0,0,1,1,0
S Appu,4,4,8,6,2.66,14,57.14,0,0,0,0,0
B Banerjee,6,4,8,6,4,18,44.44,0,0,2,0,0
J Bumrah,42,6,8,7,4,13,61.53,0,0,1,1,0
H Dandapani,5,3,8,5,8,15,53.33,0,0,0,0,0
J Freyone,4,4,8,4,2,29,27.58,0,0,2,0,0
H Dar,1,1,8,8,8,6,133.33,0,0,0,1,0
N Khanna,2,2,8,6,4,12,66.66,0,0,0,1,0
K Shah,1,1,8,8,8,11,72.72,0,0,0,0,0
K Singh,4,3,8,6,2.66,16,50,0,0,0,0,0
N Liyanage,6,3,8,8,4,8,100,0,0,1,1,0
M Mooketsi,7,5,8,3,1.6,24,33.33,0,0,1,0,0
W Peatfield,8,2,8,7,8,12,66.66,0,0,0,1,0
C Rajitha,10,4,8,5,4,23,34.78,0,0,1,0,0
S Singh,1,1,8,8,8,9,88.88,0,0,0,0,0
O Thomas,10,4,8,8,4,11,72.72,0,0,2,2,0
R Vishwanath,2,2,8,5,4,10,80,0,0,0,1,0
Y Idrees,1,1,8,8,8,4,200,0,0,0,0,1
A Hossain,28,6,7,5,3.5,12,58.33,0,0,1,1,0
A Mohammad,3,1,7,7,7,8,87.5,0,0,0,1,0
P Boissevain,4,2,7,7,7,7,100,0,0,1,1,0
P Chase,12,5,7,4,7,13,53.84,0,0,0,1,0
D Ahir,2,1,7,7,7,10,70,0,0,0,1,0
P Danci,2,2,7,5,7,11,63.63,0,0,0,1,0
D Delany,8,2,7,7,3.5,6,116.66,0,0,1,0,0
K Malla,3,2,7,5,3.5,15,46.66,0,0,0,1,0
R Lakmal,11,6,7,5,2.33,11,63.63,0,0,2,1,0
S Mahmood,3,2,7,4,7,7,100,0,0,0,1,0
N Naveen-ul-Haq,4,2,7,5,7,7,100,0,0,0,1,0
Q Ahmed,10,4,7,5,7,12,58.33,0,0,1,1,0
L Rodrigues,4,3,7,4,7,12,58.33,0,0,1,1,0
S Khan,1,1,7,7,7,6,116.66,0,0,0,1,0
T Ahmed,5,2,7,7,7,11,63.63,0,0,1,1,0
U Sunil,2,1,6,6,6,4,150,0,0,0,0,1
T Braat,3,2,6,5,3,7,85.71,0,0,0,1,0
D Burgess,4,4,6,3,1.5,12,50,0,0,2,0,0
S Dima,4,2,6,3,3,8,75,0,0,0,0,0
L Evile,4,1,6,6,6,7,85.71,0,0,0,1,0
R Hekure,8,4,6,2,2,12,50,0,0,0,0,0
J Ahmadi,3,2,6,6,3,7,85.71,0,0,1,1,0
D Maisuria,6,3,6,6,6,11,54.54,0,0,1,0,0
I Master,2,2,6,4,3,8,75,0,0,0,1,0
J Mulder,8,4,6,5,3,11,54.54,0,0,1,0,0
L Ngidi,7,2,6,4,6,9,66.66,0,0,0,0,0
O Hayat,2,2,6,5,3,4,150,0,0,0,0,0
S Ali,5,2,6,6,3,10,60,0,0,1,0,0
O Smith,2,1,6,6,6,5,120,0,0,0,1,0
H Tyler,2,1,6,6,6,9,66.66,0,0,0,0,0
C Young,26,7,6,2,3,11,54.54,0,0,0,0,0
S Abbott,4,1,5,5,5,8,62.5,0,0,0,1,0
A Rahman,9,4,5,3,1.66,8,62.5,0,0,1,0,0
A Ahmed,3,1,5,5,5,13,38.46,0,0,0,0,0
M Baig,7,4,5,5,1.25,12,41.66,0,0,3,1,0
A Bhagwat,4,4,5,3,1.25,16,31.25,0,0,1,0,0
A Bohara,17,5,5,3,1.66,12,41.66,0,0,2,0,0
T Caruana,2,1,5,5,5,13,38.46,0,0,0,0,0
H Shahzad,2,2,5,5,2.5,9,55.55,0,0,1,1,0
I Ali,4,2,5,5,5,6,83.33,0,0,1,0,0
J Siddique,8,4,5,3,1.66,17,29.41,0,0,1,0,0
I Katzarski,3,2,5,3,2.5,12,41.66,0,0,0,0,0
T Kimber,3,3,5,2,1.66,13,38.46,0,0,0,0,0
A Krishna,4,2,5,4,5,3,166.66,0,0,0,1,0
A McCarthy,1,1,5,5,5,8,62.5,0,0,0,0,0
M Hasnain,4,3,5,4,5,12,41.66,0,0,0,1,0
A Morris,6,4,5,3,2.5,17,29.41,0,0,1,0,0
G Munasinghe,8,4,5,4,1.66,13,38.46,0,0,2,1,0
A Nanda,3,1,5,5,5,5,100,0,0,0,1,0
G Ntambalika,3,1,5,5,5,11,45.45,0,0,0,0,0
P Rasool,1,1,5,5,5,6,83.33,0,0,0,0,0
N Patel,4,2,5,5,5,10,50,0,0,1,0,0
D Paterson,8,2,5,4,5,2,250,0,0,0,1,0
K Rabada,21,4,5,5,2.5,12,41.66,0,0,2,0,0
B Scholtz,14,4,5,3,5,10,50,0,0,1,0,0
M Spry,4,2,5,3,5,11,45.45,0,0,0,0,0
C Vorster,1,1,5,5,5,8,62.5,0,0,0,0,0
T Astle,3,2,4,3,2,10,40,0,0,0,0,0
B Singh,8,3,4,3,1.33,16,25,0,0,1,0,0
S Bhudia,4,3,4,3,2,16,25,0,0,1,0,0
Y Chahal,36,3,4,3,4,9,44.44,0,0,0,0,0
A Dursak,4,4,4,3,1,24,16.66,0,0,2,0,0
C Emmott,2,2,4,4,2,11,36.36,0,0,1,0,0
I Rizan,5,3,4,3,2,14,28.57,0,0,0,0,0
H Ivanov,3,1,4,4,4,6,66.66,0,0,0,0,0
M Koc,2,2,4,4,4,15,26.66,0,0,1,0,0
C Kumara,3,1,4,4,4,2,200,0,0,0,1,0
M Khurram,5,3,4,3,1.33,20,20,0,0,1,0,0
M Rafique,2,1,4,4,4,5,80,0,0,0,0,0
P Singh,10,4,4,2,4,7,57.14,0,0,0,0,0
C Suryawanshi,3,2,4,4,2,6,66.66,0,0,1,0,0
K Suttisan,2,2,4,4,2,5,80,0,0,1,1,0
T Ulutuna,3,3,4,4,1.33,9,44.44,0,0,2,1,0
S Vashisht,3,1,4,4,4,6,66.66,0,0,0,1,0
A Jayed,3,2,3,2,1.5,7,42.85,0,0,0,0,0
G Agius,2,2,3,3,1.5,15,20,0,0,1,0,0
A Hayat,4,2,3,3,1.5,6,50,0,0,1,0,0
A Mahboob,11,5,3,1,0.75,14,21.42,0,0,2,0,0
P Bhart,5,3,3,2,3,17,17.64,0,0,1,0,0
S Byrne,2,2,3,3,1.5,9,33.33,0,0,1,0,0
D Puente,2,2,3,2,3,7,42.85,0,0,0,0,0
S Silva,3,2,3,3,1.5,7,42.85,0,0,1,0,0
F Ali,3,3,3,2,1,14,21.42,0,0,1,0,0
W Gavera,6,2,3,2,1.5,6,50,0,0,0,0,0
I Nashath,3,2,3,3,3,5,60,0,0,1,0,0
J Maroofkhail,2,1,3,3,3,8,37.5,0,0,0,0,0
M Data,2,1,3,3,3,5,60,0,0,0,0,0
R Olipa,2,1,3,3,3,4,75,0,0,0,0,0
L Rajbanshi,12,2,3,3,3,7,42.85,0,0,0,0,0
L Simango,3,2,3,2,3,4,75,0,0,0,0,0
R Ulutuna,4,4,3,1,0.75,16,18.75,0,0,1,0,0
S Waththage,5,1,3,3,3,5,60,0,0,0,0,0
A Mahmood,1,1,2,2,2,2,100,0,0,0,0,0
N Advani,1,1,2,2,2,4,50,0,0,0,0,0
A Alam,12,5,2,1,1,9,22.22,0,0,1,0,0
A Quadir,2,1,2,2,2,12,16.66,0,0,0,0,0
A Hayat,6,2,2,2,1,7,28.57,0,0,1,0,0
P Buccimazza,4,2,2,1,1,13,15.38,0,0,0,0,0
H Dajc,2,2,2,2,2,3,66.66,0,0,1,0,0
M Fernando,1,1,2,2,2,2,100,0,0,0,0,0
C Fry,3,1,2,2,2,6,33.33,0,0,0,0,0
B Glover,19,4,2,1,2,8,25,0,0,1,0,0
J Hamoud,6,1,2,2,2,4,50,0,0,0,0,0
I Ahmed,6,3,2,1,2,3,66.66,0,0,0,0,0
S Kansoy,4,4,2,2,0.5,7,28.57,0,0,3,0,0
I Lisboa,1,1,2,2,2,3,66.66,0,0,0,0,0
M Yar,7,1,2,2,2,6,33.33,0,0,0,0,0
S Nadigotla,2,1,2,2,2,6,33.33,0,0,0,0,0
W Nalisa,9,3,2,1,2,4,50,0,0,1,0,0
A Ndlovu,3,1,2,2,2,4,50,0,0,0,0,0
N Kamawi,1,1,2,2,2,7,28.57,0,0,0,0,0
S Saeed,5,1,2,2,2,4,50,0,0,0,0,0
S Ali,2,1,2,2,2,6,33.33,0,0,0,0,0
S Hossain,4,1,2,2,2,5,40,0,0,0,0,0
S Vijayakumar,9,2,2,1,1,5,40,0,0,0,0,0
W Khan,4,2,2,2,2,3,66.66,0,0,1,0,0
U Yadav,7,1,2,2,2,4,50,0,0,0,0,0
Z Abbasi,1,1,1,1,1,5,20,0,0,0,0,0
J Allen,2,2,1,1,1,4,25,0,0,1,0,0
H Alta,4,4,1,1,0.33,10,10,0,0,3,0,0
B Angeltti,3,1,1,1,1,4,25,0,0,0,0,0
A Malik,11,4,1,1,0.25,4,25,0,0,3,0,0
S Bhari,6,3,1,1,1,5,20,0,0,1,0,0
B Dugic,2,1,1,1,1,4,25,0,0,0,0,0
G Eranga,9,1,1,1,1,1,100,0,0,0,0,0
A Evans,27,6,1,1,0.2,10,10,0,0,5,0,0
L Ferguson,8,1,1,1,1,3,33.33,0,0,0,0,0
P Florin,4,2,1,1,1,1,100,0,0,1,0,0
M Garratt,4,2,1,1,1,5,20,0,0,0,0,0
A Gavde,1,1,1,1,1,6,16.66,0,0,0,0,0
G Hyde,3,1,1,1,1,6,16.66,0,0,0,0,0
B Khumalo,3,1,1,1,1,3,33.33,0,0,0,0,0
V Kingma,4,2,1,1,1,5,20,0,0,0,0,0
B Muzarabani,6,3,1,1,1,5,20,0,0,1,0,0
R Neale,3,2,1,1,0.5,6,16.66,0,0,1,0,0
E Ringera,1,1,1,1,1,3,33.33,0,0,0,0,0
O Arthur,3,2,1,1,1,1,100,0,0,0,0,0
M Sarenac,2,1,1,1,1,2,50,0,0,0,0,0
S Shirzad,4,1,1,1,1,2,50,0,0,0,0,0
K Silva,3,2,1,1,0.5,6,16.66,0,0,1,0,0
A Stephen,2,1,1,1,1,2,50,0,0,0,0,0
T Turan,4,4,1,1,0.25,17,5.88,0,0,3,0,0
W Ali,1,1,1,1,1,4,25,0,0,0,0,0
Z Hassan,3,1,1,1,1,2,50,0,0,0,0,0
Z Abbas,1,1,1,1,1,4,25,0,0,0,0,0
A Shakoor,2,1,0,0,0,3,0,0,0,1,0,0
C Akyuz,2,2,0,0,0,3,0,0,0,2,0,0
M Aponso,3,1,0,0,0,2,0,0,0,1,0,0
S Arachchige,4,1,0,0,0,2,0,0,0,1,0,0
A Said,3,1,0,0,0,1,0,0,0,1,0,0
S Atai,2,1,0,0,0,1,0,0,0,1,0,0
M Bhanuka,2,1,0,0,0,1,0,0,0,1,0,0
I Civric,1,1,0,0,0,1,0,0,0,1,0,0
S Dalton,3,1,0,0,0,1,0,0,0,1,0,0
E Nawaz,5,1,0,0,0,2,0,0,0,1,0,0
M Faheem,4,1,0,0,0,2,0,0,0,1,0,0
G Galanis,2,1,0,0,0,1,0,0,0,1,0,0
G Yusuf,1,1,0,0,0,1,0,0,0,1,0,0
L Gharasim,2,1,0,0,0,1,0,0,0,1,0,0
M Goonetilleke,1,1,0,0,0,1,0,0,0,1,0,0
P Kerai,6,1,0,0,0,1,0,0,0,1,0,0
C Liyanage,2,2,0,0,0,1,0,0,0,1,0,0
O Marshall,3,1,0,0,0,3,0,0,0,1,0,0
M Meade,1,1,0,0,0,2,0,0,0,1,0,0
M Nazir,1,1,0,0,0,2,0,0,0,1,0,0
T Mills,5,1,0,0,0,2,0,0,0,1,0,0
M Shaheen,1,1,0,0,0,3,0,0,0,1,0,0
N Ahmed,7,1,0,0,0,1,0,0,0,1,0,0
L Nussbaumer,1,1,0,0,0,1,0,0,0,1,0,0
A Orfila,1,1,0,0,0,2,0,0,0,1,0,0
T Phaswana,1,1,0,0,0,3,0,0,0,1,0,0
R Rivas,3,1,0,0,0,1,0,0,0,1,0,0
I Sawmy,2,2,0,0,0,2,0,0,0,1,0,0
T Shamsi,16,3,0,0,0,5,0,0,0,1,0,0
B Shikongo,11,1,0,0,0,1,0,0,0,1,0,0
B Simango,2,1,0,0,0,2,0,0,0,1,0,0
M Simmons,2,1,0,0,0,2,0,0,0,1,0,0
M Simpson-Parker,3,1,0,0,0,2,0,0,0,1,0,0
S Singh,1,1,0,0,0,9,0,0,0,1,0,0
L Sipamla,5,1,0,0,0,1,0,0,0,1,0,0
S Soosiyakumar,1,1,0,0,0,2,0,0,0,1,0,0
E Soto,1,1,0,0,0,2,0,0,0,1,0,0
L Sreekumar,1,1,0,0,0,1,0,0,0,1,0,0
Z Rehman,1,1,0,0,0,4,0,0,0,1,0,0
M Agarwal,34,27,999,70,29.82,783,127.59,0,7,9,78,48
R Dhawan,34,29,899,57,33.95,696,129.17,0,2,6,99,51
B Rajapaksa,46,39,1287,55,27.88,1053,122.22,0,5,3,98,39
B Howell,50,43,1419,45,36.65,1118,126.92,0,2,6,98,45
P Mankad,55,48,1488,66,41.11,1200,124,0,5,1,75,40
J Sharma,36,30,1080,67,34.03,690,156.52,0,1,9,81,42
R Tripathi,35,28,952,48,37.86,784,121.43,0,2,9,90,55
A Sharma,43,37,1147,44,24.83,999,114.81,0,4,3,97,50
A Samad,38,31,1178,59,33.53,744,158.33,0,4,2,85,49
V Vinod,43,36,1332,61,33.09,1044,127.59,0,1,3,85,42
P Garg,57,51,1887,68,42.21,1377,137.04,0,2,4,96,42
R Samarth,37,33,1089,61,25.6,792,137.5,0,6,2,101,43
S Samson,45,40,1440,63,23.83,1120,128.57,0,2,4,103,48
D Padikkal,48,43,1376,46,29,1204,114.29,0,5,6,93,47
Y Jaiswal,57,50,1550,61,25.8,1450,106.9,0,7,9,91,44
R Parag,47,41,1435,69,33.44,1189,120.69,0,6,2,77,44
K Nair,39,33,1089,59,35.98,858,126.92,0,4,3,88,45
R Dussen,56,51,1734,68,29.49,1377,125.93,0,1,6,96,49
D Jurel,38,34,1190,52,26.9,918,129.63,0,6,8,83,47
S Garhwal,35,31,1085,65,27.95,868,125,0,2,5,84,44
D Karthik,50,44,1452,69,36.01,1232,117.86,0,2,8,94,55
A Rawat,34,29,1015,76,30.71,725,140,0,6,3,87,47
M Lomror,40,35,1225,44,29.2,805,152.17,0,3,1,77,40
S Prabhudessai,42,38,1216,56,33.94,1102,110.34,0,1,3,100,45
L Sisodia,37,31,992,60,38.13,806,123.08,0,0,4,92,51
I Kishan,56,52,1872,62,36.95,1404,133.33,0,0,5,84,40
S Yadav,56,49,1813,71,33.43,1225,148,0,7,4,79,47
D Brevis,56,52,1820,47,32.19,1352,134.62,0,5,6,75,55
T Varma,41,37,1406,60,24.02,925,152,0,7,5,76,45
S Yadav,34,27,1026,71,32.24,621,165.22,0,4,9,101,46
A Singh,46,39,1443,72,34.02,1131,127.59,0,5,9,98,43
A Juyal,37,33,1023,42,40.26,891,114.81,0,6,8,91,44
R Buddhi,48,41,1312,57,33.05,1025,128,0,6,9,74,55
A Rayudu,48,41,1312,74,40.18,1148,114.29,0,4,3,87,52
R Gaikwad,47,42,1386,44,23.68,1218,113.79,0,5,6,103,51
R Uthappa,45,40,1360,70,29.91,1120,121.43,0,7,2,78,44
D Conway,54,48,1872,43,38.8,1104,169.57,0,6,0,80,52
N Jagadeesan,34,27,999,43,26.29,675,148,0,4,4,78,48
S Senapati,37,31,1178,52,26.36,744,158.33,0,4,9,75,43
B Varma,40,34,1122,47,29.38,952,117.86,0,1,7,91,52
H Nishaanth,48,44,1672,60,39.86,1232,135.71,0,3,1,84,53
V Iyer,50,44,1584,53,30.7,1012,156.52,0,5,1,77,41
A Rahane,46,42,1512,62,23.78,1134,133.33,0,1,0,74,54
S Jackson,35,30,1110,74,39.7,840,132.14,0,6,8,97,50
A Tomar,50,44,1408,44,29.35,1144,123.08,0,1,5,75,39
B Indrajith,51,46,1656,54,33.26,1196,138.46,0,3,7,101,55
P Shaw,53,47,1692,68,35.5,1128,150,0,0,1,80,39
S Bharat,39,33,1287,53,38.8,858,150,0,7,0,98,48
Y Dhull,45,41,1271,54,39.88,1107,114.81,0,2,5,95,51
A Hebbar,43,38,1444,64,30.11,950,152,0,1,0,85,50
D Hooda,47,42,1344,67,33.09,966,139.13,0,3,6,78,51
K Mayers,36,32,1152,55,24.06,928,124.14,0,2,3,91,48
A Badoni,43,36,1404,51,39.75,972,144.44,0,2,1,79,46
M Vohra,45,39,1326,46,27.47,1053,125.93,0,4,8,76,41
S Gill,45,41,1435,46,40.26,984,145.83,0,1,5,79,47
A Manohar,47,40,1440,76,24.2,1040,138.46,0,7,2,103,54
M Wade,40,33,1122,74,30.36,858,130.77,0,0,2,83,42
W Saha,40,33,1023,52,41.21,957,106.9,0,3,8,75,52
S Sudharsan,36,29,928,58,41.28,696,133.33,0,3,8,102,49
N Ojha,38,34,1190,42,40.54,918,129.63,0,0,4,91,51
B Sharma,43,36,1116,45,33.82,1044,106.9,0,1,2,98,44
S Watson,40,35,1085,76,36.87,945,114.81,0,0,5,94,39
S Baby,45,39,1443,52,30.68,936,154.17,0,2,3,85,48
S Binny,41,35,1155,44,42.56,805,143.48,0,4,8,77,50
S Aravind,49,42,1512,66,38.44,1176,128.57,0,0,6,86,45
A Choudhary,41,37,1221,62,25.54,1073,113.79,0,6,6,81,54
M Tiwary,48,42,1470,47,35.14,966,152.17,0,2,3,88,42
R Bhatia,39,35,1190,63,25.73,980,121.43,0,0,7,98,53
A Dinda,47,41,1558,73,40.65,984,158.33,0,0,0,99,50
